S8305,S8306,0
S8306,S68,0
S68,S8307,0
S8307,S8308,0
S8308,S8309,0
S8309,S8310,0
S8310,S8311,0
S8311,S8312,0
S8312,S8313,0
S8313,S8314,0
S8314,S11453,0
S11453,S8315,0
S8315,S8316,0
S8316,S11555,0
S11555,S10856,0
S10856,S10857,0
S10857,S11556,0
S11556,S10858,0
S10858,S10859,0
S10859,S10775,0
S10775,S10777,0
S10777,S8291,0
S8291,S11557,0
S11557,S11558,0
S11558,S12474,0
S12474,S11559,0
S11559,S11560,0
S11560,S11455,0
S11455,S10212,0
S10212,S13055,0
S13055,S8292,0
S8292,S8293,0
S8293,S8294,0
S8294,S8295,0
S8295,S8296,0
S8296,S8297,0
S8297,S8298,0
S8298,S7729,0
S7729,S11454,0
S11454,S7730,0
S7730,S7731,0
S7731,S7732,0
S7732,S7733,0
S7733,S7734,0
S7734,S7735,0
S7735,S7736,0
S7736,S7737,0
S7737,S68,0
S68,S7530,0
S7530,S7531,0
S7531,S7532,0
S7532,S7533,0
S7533,S7534,0
S7534,S7535,0
S7535,S7536,0
S7536,S10104,0
S10104,S83,0
S83,S8300,0
S8300,S12904,0
S12904,S12989,0
S12989,S12819,0
S12819,S12478,0
S12478,S12480,0
S12480,S12482,0
S12482,S12484,0
S12484,S12486,0
S12486,S12488,0
S12488,S13145,0
S13145,S13146,0
S13146,S13147,0
S13147,S4496,0
S4496,S4497,0
S4497,S11860,0
S11860,S4499,0
S4499,S11678,0
S11678,S4500,0
S4500,S13148,0
S13148,S13149,0
S13149,S13150,0
S13150,S13151,0
S13151,S2865,0
S2865,S2919,0
S2919,S2920,0
S2920,S2921,0
S2921,S2922,0
S2922,S2923,0
S2923,S2924,0
S2924,S2925,0
S2925,S2926,0
S2926,S2927,0
S2927,S2928,0
S2928,S2929,0
S2929,S2930,0
S2930,S2871,0
S2871,S2872,0
S2872,S2873,0
S2873,S2874,0
S2874,S2875,0
S2875,S2876,0
S2876,S2549,0
S2549,S2550,0
S2550,S2551,0
S2551,S2552,0
S2552,S2553,0
S2553,S2554,0
S2554,S2555,0
S2555,S2556,0
S2556,S12915,0
S12915,S2557,0
S2557,S2558,0
S2558,S2559,0
S2559,S2563,0
S2563,S2564,0
S2564,S2565,0
S2565,S2566,0
S2566,S2567,0
S2567,S2568,0
S2568,S13046,0
S13046,S13017,0
S13017,S76,0
S76,S2660,0
S2660,S2732,0
S2732,S2733,0
S2733,S2047,0
S2047,S2048,0
S2048,S2049,0
S2049,S1761,0
S1761,S1762,0
S1762,S1764,0
S1764,S1765,0
S1765,S1766,0
S1766,S1767,0
S1767,S1768,0
S1768,S2284,0
S2284,S2285,0
S2285,S2286,0
S2286,S2287,0
S2287,S2288,0
S2288,S2289,0
S2289,S2290,0
S2290,S3755,0
S3755,S3756,0
S3756,S3757,0
S3757,S3758,0
S3758,S3759,0
S3759,S2291,0
S2291,S2292,0
S2292,S1741,0
S1741,S1742,0
S1742,S1743,0
S1743,S1744,0
S1744,S1745,0
S1745,S1746,0
S1746,S3208,0
S3208,S3739,0
S3739,S3740,0
S3740,S3267,0
S3267,S3268,0
S3268,S11421,0
S11421,S3269,0
S3269,S3691,0
S3691,S3692,0
S3692,S3215,0
S3215,S3216,0
S3216,S3217,0
S3217,S3218,0
S3218,S3219,0
S3219,S3220,0
S3220,S3198,0
S3198,S3199,0
S3199,S12176,0
S94,S12323,0
S12323,S12321,0
S12321,S12004,0
S12004,S12005,0
S12005,S12006,0
S12006,S12022,0
S12022,S12000,0
S12000,S11997,0
S11997,S11995,0
S11995,S11994,0
S11994,S11992,0
S11992,S11990,0
S11990,S11987,0
S11987,S11986,0
S11986,S11984,0
S11984,S11982,0
S11982,S11980,0
S11980,S11889,0
S11889,S11603,0
S11603,S8223,0
S8223,S8224,0
S8224,S8225,0
S8225,S8226,0
S8226,S8227,0
S8227,S8228,0
S8228,S8229,0
S8229,S8230,0
S8230,S8231,0
S8231,S8980,0
S8980,S8232,0
S8232,S8233,0
S8233,S8653,0
S8653,S8474,0
S8474,S8475,0
S8475,S8476,0
S8476,S8477,0
S8477,S8478,0
S8478,S8479,0
S8479,S8480,0
S8480,S8481,0
S8481,S8482,0
S8482,S8483,0
S8483,S9971,0
S9971,S6721,0
S6721,S6722,0
S6722,S6723,0
S6723,S6724,0
S6724,S6725,0
S6725,S6726,0
S6726,S6727,0
S6727,S6728,0
S6728,S6729,0
S6729,S6730,0
S6730,S6731,0
S6731,S6732,0
S6732,S6733,0
S6733,S6734,0
S6734,S6735,0
S6735,S6736,0
S6736,S6737,0
S6737,S6738,0
S6738,S6739,0
S6739,S6740,0
S6740,S6741,0
S6741,S6742,0
S6742,S4105,0
S4105,S4106,0
S4106,S4107,0
S4107,S4108,0
S4108,S4109,0
S4109,S4110,0
S4110,S11528,0
S11528,S4112,0
S4112,S4113,0
S4113,S4114,0
S4114,S4115,0
S4115,S4116,0
S4116,S4117,0
S4117,S4118,0
S4118,S4119,0
S4119,S4120,0
S4120,S2537,0
S2537,S2538,0
S2538,S2539,0
S2539,S533,0
S533,S11025,0
S11025,S13044,0
S13044,S11307,0
S11307,S9962,0
S9962,S9965,0
S9965,S9954,0
S9954,S9955,0
S9955,S9956,0
S9956,S9592,0
S9592,S9593,0
S9593,S2114,0
S2114,S2110,0
S2110,S2130,0
S2130,S2131,0
S2131,S2132,0
S2132,S2133,0
S2133,S2134,0
S2134,S11491,0
S11491,S2136,0
S2136,S2137,0
S2137,S1615,0
S1615,S1616,0
S1616,S1617,0
S1617,S1618,0
S1618,S12043,0
S12043,S12045,0
S12045,S12047,0
S12047,S2176,0
S2176,S2177,0
S2177,S1610,0
S1610,S1904,0
S1904,S1905,0
S1905,S1665,0
S1665,S75,0
S75,S1658,0
S1658,S1910,0
S1910,S1911,0
S1911,S1912,0
S1912,S11503,0
S11503,S13092,0
S13092,S13093,0
S13093,S1611,0
S1611,S1612,0
S1612,S1613,0
S1613,S1614,0
S1614,S2140,0
S2140,S2141,0
S2141,S2142,0
S2142,S2163,0
S2163,S2164,0
S2164,S10159,0
S10159,S2165,0
S2165,S2166,0
S2166,S2167,0
S2167,S2111,0
S2111,S2112,0
S2112,S2113,0
S2113,S5447,0
S5447,S5448,0
S5448,S9951,0
S9951,S9952,0
S9952,S9953,0
S9953,S9960,0
S9960,S11552,0
S11552,S11254,0
S11254,S11255,0
S11255,S11025,0
S11025,S2513,0
S2513,S2514,0
S2514,S2515,0
S2515,S4086,0
S4086,S4087,0
S4087,S4088,0
S4088,S4089,0
S4089,S4090,0
S4090,S4091,0
S4091,S4093,0
S4093,S4094,0
S4094,S4095,0
S4095,S4096,0
S4096,S4097,0
S4097,S4098,0
S4098,S4099,0
S4099,S4100,0
S4100,S4101,0
S4101,S4102,0
S4102,S4103,0
S4103,S4104,0
S4104,S6743,0
S6743,S6744,0
S6744,S6745,0
S6745,S6746,0
S6746,S6747,0
S6747,S6748,0
S6748,S6749,0
S6749,S6750,0
S6750,S6751,0
S6751,S6752,0
S6752,S6753,0
S6753,S10136,0
S10136,S6754,0
S6754,S6755,0
S6755,S6756,0
S6756,S6757,0
S6757,S6758,0
S6758,S6759,0
S6759,S6760,0
S6760,S6761,0
S6761,S6762,0
S6762,S6763,0
S6763,S6764,0
S6764,S8642,0
S8642,S8643,0
S8643,S8644,0
S8644,S8645,0
S8645,S8646,0
S8646,S8647,0
S8647,S8648,0
S8648,S8649,0
S8649,S8650,0
S8650,S8651,0
S8651,S8652,0
S8652,S7802,0
S7802,S7803,0
S7803,S2675,0
S2675,S7804,0
S7804,S7805,0
S7805,S7806,0
S7806,S12059,0
S12059,S7807,0
S7807,S7808,0
S7808,S7809,0
S7809,S7810,0
S7810,S7811,0
S7811,S7812,0
S7812,S11604,0
S11604,S11890,0
S11890,S11979,0
S11979,S11981,0
S11981,S11983,0
S11983,S11985,0
S11985,S11988,0
S11988,S11989,0
S11989,S11991,0
S11991,S11993,0
S11993,S11996,0
S11996,S11998,0
S11998,S11999,0
S11999,S12007,0
S12007,S12317,0
S12317,S12318,0
S12318,S12319,0
S12319,S12320,0
S12320,S12322,0
S12322,S94,0
S11030,S9918,0
S9918,S9919,0
S9919,S9920,0
S9920,S12718,0
S12718,S12720,0
S12720,S12722,0
S12722,S13094,0
S13094,S2123,0
S2123,S2203,0
S2203,S2204,0
S2204,S2205,0
S2205,S2206,0
S2206,S2207,0
S2207,S2208,0
S2208,S2230,0
S2230,S10183,0
S10183,S10184,0
S10184,S2231,0
S2231,S2232,0
S2232,S9977,0
S9977,S72,0
S72,S3118,0
S3118,S3119,0
S3119,S3565,0
S3565,S10033,0
S10033,S12074,0
S12074,S3566,0
S3566,S3567,0
S3567,S3568,0
S3568,S3569,0
S3569,S3570,0
S3570,S3571,0
S3571,S13047,0
S13047,S3576,0
S3576,S9710,0
S9710,S9711,0
S9711,S9712,0
S9712,S9713,0
S9713,S9714,0
S9714,S9715,0
S9715,S9716,0
S9716,S9717,0
S9717,S9718,0
S9718,S9719,0
S9719,S9720,0
S9720,S9721,0
S9721,S9722,0
S9722,S9735,0
S9735,S9736,0
S9736,S9737,0
S9737,S9738,0
S9738,S851,0
S851,S852,0
S852,S853,0
S853,S854,0
S854,S855,0
S855,S12727,0
S12727,S12729,0
S12729,S12731,0
S12731,S727,0
S727,S905,0
S905,S906,0
S906,S907,0
S907,S908,0
S908,S909,0
S909,S911,0
S911,S912,0
S912,S913,0
S913,S914,0
S914,S10034,0
S10034,S708,0
S708,S709,0
S709,S900,0
S900,S901,0
S901,S902,0
S902,S903,0
S903,S904,0
S904,S13075,0
S13075,S878,0
S878,S879,0
S879,S880,0
S880,S881,0
S881,S12732,0
S12732,S12730,0
S12730,S12728,0
S12728,S846,0
S846,S847,0
S847,S848,0
S848,S849,0
S849,S850,0
S850,S9690,0
S9690,S9691,0
S9691,S9692,0
S9692,S9693,0
S9693,S9694,0
S9694,S9695,0
S9695,S9696,0
S9696,S9697,0
S9697,S9698,0
S9698,S9699,0
S9699,S9700,0
S9700,S9701,0
S9701,S9702,0
S9702,S9703,0
S9703,S9704,0
S9704,S9705,0
S9705,S9706,0
S9706,S3551,0
S3551,S3552,0
S3552,S3553,0
S3553,S3554,0
S3554,S3555,0
S3555,S3556,0
S3556,S3558,0
S3558,S3560,0
S3560,S3561,0
S3561,S3562,0
S3562,S3563,0
S3563,S3564,0
S3564,S72,0
S72,S9976,0
S9976,S2168,0
S2168,S2169,0
S2169,S2212,0
S2212,S2213,0
S2213,S2214,0
S2214,S2215,0
S2215,S2199,0
S2199,S2200,0
S2200,S10185,0
S10185,S2201,0
S2201,S2202,0
S2202,S2120,0
S2120,S2121,0
S2121,S13095,0
S13095,S12723,0
S12723,S12721,0
S12721,S12719,0
S12719,S13163,0
S13163,S11509,0
S11509,S11243,0
S11243,S2543,0
S2543,S11786,0
S11786,S11049,0
S11049,S11030,0
S11031,S253,0
S253,S10510,0
S10510,S254,0
S254,S256,0
S256,S258,0
S258,S260,0
S260,S263,0
S263,S222,0
S222,S264,0
S264,S9211,0
S9211,S9213,0
S9213,S9216,0
S9216,S1236,0
S1236,S1428,0
S1428,S1429,0
S1429,S1430,0
S1430,S1431,0
S1431,S1432,0
S1432,S10041,0
S10041,S10042,0
S10042,S3735,0
S3735,S3736,0
S3736,S3737,0
S3737,S3738,0
S3738,S3739,0
S3739,S3740,0
S3740,S3741,0
S3741,S3742,0
S3742,S3743,0
S3743,S3744,0
S3744,S3745,0
S3745,S3746,0
S3746,S3747,0
S3747,S3748,0
S3748,S3749,0
S3749,S3750,0
S3750,S3751,0
S3751,S3752,0
S3752,S4909,0
S4909,S4911,0
S4911,S4912,0
S4912,S4913,0
S4913,S4914,0
S4914,S4915,0
S4915,S4916,0
S4916,S4917,0
S4917,S4918,0
S4918,S4919,0
S4919,S4920,0
S4920,S4921,0
S4921,S4922,0
S4922,S4923,0
S4923,S4924,0
S4924,S4925,0
S4925,S4926,0
S4926,S80,0
S80,S4928,0
S4928,S4929,0
S4929,S4930,0
S4930,S4931,0
S4931,S4932,0
S4932,S4933,0
S4933,S10681,0
S10681,S2685,0
S2685,S2686,0
S2686,S2687,0
S2687,S2688,0
S2688,S2689,0
S2689,S2690,0
S2690,S10092,0
S10092,S2691,0
S2691,S2692,0
S2692,S2693,0
S2693,S10093,0
S10093,S10094,0
S10094,S10095,0
S10095,S10242,0
S10242,S4855,0
S4855,S4856,0
S4856,S4857,0
S4857,S4858,0
S4858,S4859,0
S4859,S4860,0
S4860,S4861,0
S4861,S4862,0
S4862,S4845,0
S4845,S4846,0
S4846,S4847,0
S4847,S4848,0
S4848,S4849,0
S4849,S12675,0
S12675,S10602,0
S10602,S10603,0
S10603,S12677,0
S12677,S12678,0
S12678,S12712,0
S12712,S12686,0
S12686,S12685,0
S12685,S12683,0
S12683,S12681,0
S12681,S12679,0
S12679,S812,0
S812,S2380,0
S2380,S2381,0
S2381,S2382,0
S2382,S2374,0
S2374,S11570,0
S11570,S11426,0
S11426,S3955,0
S3955,S3956,0
S3956,S10241,0
S10241,S11806,0
S11806,S3957,0
S3957,S3958,0
S3958,S3959,0
S3959,S11105,0
S11105,S11106,0
S11106,S11108,0
S11108,S11109,0
S11109,S11111,0
S11111,S4011,0
S4011,S4012,0
S4012,S4013,0
S4013,S3964,0
S3964,S67,0
S67,S3992,0
S3992,S2383,0
S2383,S3994,0
S3994,S3995,0
S3995,S3996,0
S3996,S3997,0
S3997,S3986,0
S3986,S3989,0
S3989,S3974,0
S3974,S3975,0
S3975,S3976,0
S3976,S11805,0
S11805,S3977,0
S3977,S3978,0
S3978,S3979,0
S3979,S3980,0
S3980,S3981,0
S3981,S3982,0
S3982,S3983,0
S3983,S2376,0
S2376,S2377,0
S2377,S2378,0
S2378,S2379,0
S2379,S3191,0
S3191,S3192,0
S3192,S12680,0
S12680,S12682,0
S12682,S12684,0
S12684,S12713,0
S12713,S3171,0
S3171,S3172,0
S3172,S10605,0
S10605,S12676,0
S12676,S10606,0
S10606,S10607,0
S10607,S12673,0
S12673,S12672,0
S12672,S10610,0
S10610,S10611,0
S10611,S11301,0
S11301,S10612,0
S10612,S10613,0
S10613,S10614,0
S10614,S10615,0
S10615,S10616,0
S10616,S10617,0
S10617,S4869,0
S4869,S4870,0
S4870,S4871,0
S4871,S10046,0
S10046,S4872,0
S4872,S4873,0
S4873,S4874,0
S4874,S4875,0
S4875,S4876,0
S4876,S4877,0
S4877,S4878,0
S4878,S4879,0
S4879,S4880,0
S4880,S4881,0
S4881,S4882,0
S4882,S4883,0
S4883,S4884,0
S4884,S4885,0
S4885,S4886,0
S4886,S4887,0
S4887,S4888,0
S4888,S4889,0
S4889,S4890,0
S4890,S80,0
S80,S4891,0
S4891,S4892,0
S4892,S4893,0
S4893,S4894,0
S4894,S4895,0
S4895,S4896,0
S4896,S4897,0
S4897,S4898,0
S4898,S4899,0
S4899,S4900,0
S4900,S4901,0
S4901,S4902,0
S4902,S4903,0
S4903,S4904,0
S4904,S4905,0
S4905,S4906,0
S4906,S4907,0
S4907,S4908,0
S4908,S3714,0
S3714,S3715,0
S3715,S3716,0
S3716,S3717,0
S3717,S3718,0
S3718,S3719,0
S3719,S3720,0
S3720,S3721,0
S3721,S3722,0
S3722,S3723,0
S3723,S3724,0
S3724,S3725,0
S3725,S3726,0
S3726,S3727,0
S3727,S3728,0
S3728,S3729,0
S3729,S3730,0
S3730,S3731,0
S3731,S3732,0
S3732,S3733,0
S3733,S3734,0
S3734,S1423,0
S1423,S1424,0
S1424,S1425,0
S1425,S1426,0
S1426,S1427,0
S1427,S353,0
S353,S1261,0
S1261,S1262,0
S1262,S10581,0
S10581,S10583,0
S10583,S9197,0
S9197,S216,0
S216,S243,0
S243,S245,0
S245,S247,0
S247,S249,0
S249,S217,0
S217,S251,0
S251,S220,0
S220,S11031,0
S6930,S10175,0
S10175,S6931,0
S6931,S6932,0
S6932,S6933,0
S6933,S6939,0
S6939,S6940,0
S6940,S6941,0
S6941,S10174,0
S10174,S6948,0
S6948,S6949,0
S6949,S6950,0
S6950,S6951,0
S6951,S6952,0
S6952,S6281,0
S6281,S6282,0
S6282,S6283,0
S6283,S6292,0
S6292,S6293,0
S6293,S6294,0
S6294,S6296,0
S6296,S6298,0
S6298,S12778,0
S12778,S4712,0
S4712,S4713,0
S4713,S4714,0
S4714,S13103,0
S13103,S4715,0
S4715,S4716,0
S4716,S100,0
S100,S6273,0
S6273,S12061,0
S12061,S6274,0
S6274,S11532,0
S11532,S6275,0
S6275,S6276,0
S6276,S12779,0
S12779,S12780,0
S12780,S10410,0
S10410,S6326,0
S6326,S6327,0
S6327,S6328,0
S6328,S6284,0
S6284,S6285,0
S6285,S6286,0
S6286,S6287,0
S6287,S6288,0
S6288,S6289,0
S6289,S6290,0
S6290,S6943,0
S6943,S6944,0
S6944,S6945,0
S6945,S6946,0
S6946,S6947,0
S6947,S6934,0
S6934,S6935,0
S6935,S6936,0
S6936,S6937,0
S6937,S6938,0
S6938,S6930,0
S99,S6849,0
S6849,S6850,0
S6850,S6851,0
S6851,S6852,0
S6852,S6853,0
S6853,S11671,0
S11671,S6854,0
S6854,S6855,0
S6855,S6856,0
S6856,S6857,0
S6857,S6858,0
S6858,S6859,0
S6859,S6860,0
S6860,S6861,0
S6861,S6862,0
S6862,S6863,0
S6863,S6864,0
S6864,S6865,0
S6865,S6866,0
S6866,S6867,0
S6867,S6868,0
S6868,S6869,0
S6869,S6870,0
S6870,S6871,0
S6871,S6872,0
S6872,S6873,0
S6873,S6874,0
S6874,S6875,0
S6875,S6876,0
S6876,S6877,0
S6877,S6878,0
S6878,S6879,0
S6879,S6880,0
S6880,S6881,0
S6881,S5720,0
S5720,S5721,0
S5721,S5722,0
S5722,S5723,0
S5723,S5724,0
S5724,S5725,0
S5725,S5726,0
S5726,S12308,0
S12308,S12981,0
S12981,S12306,0
S12306,S12304,0
S12304,S5769,0
S5769,S5770,0
S5770,S5771,0
S5771,S5772,0
S5772,S5773,0
S5773,S12301,0
S12301,S11029,0
S11029,S12300,0
S12300,S12302,0
S12302,S12303,0
S12303,S13038,0
S13038,S12775,0
S12775,S12776,0
S12776,S12305,0
S12305,S12980,0
S12980,S12307,0
S12307,S5727,0
S5727,S5728,0
S5728,S5729,0
S5729,S5730,0
S5730,S5731,0
S5731,S5732,0
S5732,S5733,0
S5733,S6882,0
S6882,S6883,0
S6883,S6884,0
S6884,S6885,0
S6885,S6886,0
S6886,S6887,0
S6887,S6888,0
S6888,S6889,0
S6889,S6890,0
S6890,S6891,0
S6891,S6892,0
S6892,S6893,0
S6893,S6894,0
S6894,S6895,0
S6895,S6896,0
S6896,S6897,0
S6897,S6898,0
S6898,S6899,0
S6899,S6900,0
S6900,S6901,0
S6901,S6902,0
S6902,S6903,0
S6903,S6904,0
S6904,S6905,0
S6905,S6906,0
S6906,S6912,0
S6912,S10176,0
S10176,S6913,0
S6913,S11670,0
S11670,S6914,0
S6914,S6915,0
S6915,S6916,0
S6916,S6917,0
S6917,S6848,0
S6848,S99,0
S8532,S8533,0
S8533,S8534,0
S8534,S8535,0
S8535,S8509,0
S8509,S11664,0
S11664,S7465,0
S7465,S11673,0
S11673,S5970,0
S5970,S5971,0
S5971,S5972,0
S5972,S5973,0
S5973,S5974,0
S5974,S12931,0
S12931,S6003,0
S6003,S6004,0
S6004,S6005,0
S6005,S6137,0
S6137,S6138,0
S6138,S6139,0
S6139,S6140,0
S6140,S12327,0
S12327,S12328,0
S12328,S12329,0
S12329,S12330,0
S12330,S12331,0
S12331,S12332,0
S12332,S6158,0
S6158,S6159,0
S6159,S6160,0
S6160,S9998,0
S9998,S5444,0
S5444,S5445,0
S5445,S5446,0
S5446,S3613,0
S3613,S3614,0
S3614,S3615,0
S3615,S3616,0
S3616,S3617,0
S3617,S3618,0
S3618,S3619,0
S3619,S10224,0
S10224,S10560,0
S10560,S10563,0
S10563,S4591,0
S4591,S610,0
S610,S11367,0
S11367,S9559,0
S9559,S9560,0
S9560,S9561,0
S9561,S9562,0
S9562,S9563,0
S9563,S9547,0
S9547,S9576,0
S9576,S1595,0
S1595,S1596,0
S1596,S1639,0
S1639,S1599,0
S1599,S1600,0
S1600,S1601,0
S1601,S1602,0
S1602,S1603,0
S1603,S1604,0
S1604,S1605,0
S1605,S1606,0
S1606,S1607,0
S1607,S1608,0
S1608,S1610,0
S1610,S1904,0
S1904,S1905,0
S1905,S1665,0
S1665,S75,0
S75,S1658,0
S1658,S1910,0
S1910,S1911,0
S1911,S1912,0
S1912,S1933,0
S1933,S1934,0
S1934,S10157,0
S10157,S1935,0
S1935,S1936,0
S1936,S1937,0
S1937,S1938,0
S1938,S1939,0
S1939,S1940,0
S1940,S1941,0
S1941,S1942,0
S1942,S1622,0
S1622,S1945,0
S1945,S9577,0
S9577,S9578,0
S9578,S9538,0
S9538,S9566,0
S9566,S9567,0
S9567,S9568,0
S9568,S9570,0
S9570,S12969,0
S12969,S4541,0
S4541,S10562,0
S10562,S10561,0
S10561,S10225,0
S10225,S3620,0
S3620,S3621,0
S3621,S3622,0
S3622,S3623,0
S3623,S3624,0
S3624,S3625,0
S3625,S3626,0
S3626,S3627,0
S3627,S6955,0
S6955,S6956,0
S6956,S6957,0
S6957,S6958,0
S6958,S6161,0
S6161,S120,0
S120,S6162,0
S6162,S6163,0
S6163,S6164,0
S6164,S6165,0
S6165,S6166,0
S6166,S6167,0
S6167,S6168,0
S6168,S6169,0
S6169,S6170,0
S6170,S6171,0
S6171,S6172,0
S6172,S6173,0
S6173,S6174,0
S6174,S6109,0
S6109,S6110,0
S6110,S11938,0
S11938,S11937,0
S11937,S11936,0
S11936,S11935,0
S11935,S6006,0
S6006,S6007,0
S6007,S6008,0
S6008,S6009,0
S6009,S6010,0
S6010,S105,0
S105,S7440,0
S7440,S11663,0
S11663,S8517,0
S8517,S8518,0
S8518,S8519,0
S8519,S10413,0
S10413,S7688,0
S7688,S8528,0
S8528,S7682,0
S7682,S7683,0
S7683,S7434,0
S7434,S12325,0
S12325,S12326,0
S12326,S8532,0
S6389,S5692,0
S5692,S13104,0
S13104,S5693,0
S5693,S5694,0
S5694,S5695,0
S5695,S5696,0
S5696,S5697,0
S5697,S5698,0
